start,low,high,open,close,volume,MA,STD,UpperBand,LowerBand,bollingerbands_signal,adx_signal,ADX,+DI,-DI,signal
2025-06-18 00:00:00,2.8188,2.8545,2.8372,2.844,346885.5,2.8941500000000002,0.06285659116299099,3.0198631823259823,2.768436817674018,0,-1,50.15246021794321,9.105596409271275,28.01763162671821,-1
2025-06-18 01:00:00,2.8415,2.8767,2.8442,2.8486,451311.9,2.8861,0.057362246891321376,3.0008244937826425,2.7713755062173573,0,-1,49.15373042239297,12.344886699927788,26.335776663545296,-1
2025-06-18 02:00:00,2.8392,2.867,2.8488,2.8522,309517.4,2.87901,0.05181930040763505,2.98264860081527,2.77537139918473,0,-1,48.27558904562211,11.745226359243757,25.458384879920704,-1
2025-06-18 03:00:00,2.846,2.8886,2.8519,2.8818,360928.3,2.873355,0.04410350833401271,2.9615620166680254,2.7851479833319748,0,-1,46.497353368995945,14.636483127624922,23.569046614078797,-1
2025-06-18 04:00:00,2.8788,2.9164,2.882,2.909,383085.2,2.8707350000000003,0.03995960163912816,2.9506542032782566,2.790815796721744,0,-1,43.78757314209041,18.543910247348435,22.016014271873484,-1
2025-06-18 05:00:00,2.8928,2.919,2.9092,2.9,526359.8,2.8683699999999996,0.03643379142903831,2.941237582858076,2.795502417141923,0,-1,41.178658724930685,18.1377513913488,20.978688998273203,-1
2025-06-18 06:00:00,2.8539,2.9039,2.9002,2.8658,417048.9,2.86449,0.03186899004229237,2.9282279800845847,2.8007520199154152,0,-1,39.8258451692079,16.53645383684378,25.995177778367097,-1
2025-06-18 07:00:00,2.8511,2.8715,2.8656,2.8671,309156,2.862135,0.02966641331450965,2.9214678266290193,2.8028021733709805,0,-1,38.63833298493246,15.918938775734388,25.536995089870135,-1
2025-06-18 08:00:00,2.7569,2.8773,2.8671,2.7756,3299724.7,2.855705,0.033727834436699994,2.9231606688734,2.7882493311266,1,-1,39.23271968238449,12.865365742993253,35.646339818344664,0
2025-06-18 09:00:00,2.7363,2.7974,2.7777,2.7507,1826206.7,2.8477799999999998,0.03874477350152165,2.925269547003043,2.7702904529969565,1,-1,40.04193174989639,11.644636007662244,35.463105678481185,0
2025-06-18 10:00:00,2.7069,2.7568,2.7509,2.7169,1719777.3,2.83947,0.04758534825364939,2.934640696507299,2.744299303492701,1,-1,41.127088123044004,10.747708613064558,37.26970485853684,0
2025-06-18 11:00:00,2.7139,2.7764,2.716,2.7714,1087641,2.834985,0.0496229496460963,2.9342308992921926,2.7357391007078076,0,-1,41.43016963722795,12.687673862160755,33.76199526369482,-1
2025-06-18 12:00:00,2.7396,2.7729,2.7698,2.7432,642808.5,2.83173,0.05345278388693366,2.938635567773867,2.7248244322261326,0,-1,41.71160247182733,12.037608833106113,32.032167347996904,-1
2025-06-18 13:00:00,2.718,2.7674,2.7432,2.7662,1208228.3,2.829065,0.05538827802076314,2.939841556041526,2.718288443958474,0,-1,42.2660344608705,11.126828605279272,32.91683841362777,-1
2025-06-18 14:00:00,2.7548,2.8151,2.7664,2.7777,1775317.7,2.82489,0.05598235530292796,2.936854710605856,2.712925289394144,0,-1,41.162697075829946,17.27626231750682,29.939096188078402,-1
2025-06-18 15:00:00,2.7668,2.7993,2.777,2.7769,548490.1,2.81994,0.05561021678186884,2.9311604335637376,2.708719566436262,0,-1,40.13816950400658,16.414387111070162,28.44549970097951,-1
2025-06-18 16:00:00,2.762,2.7858,2.7773,2.7802,443957.6,2.8164499999999997,0.055814302072046205,2.9280786041440923,2.704821395855907,0,-1,39.27767411571534,15.793034040533055,28.132164329446198,-1
2025-06-18 17:00:00,2.7646,2.8105,2.7796,2.804,493398.5,2.814555,0.055547499588428584,2.925649999176857,2.7034600008231426,0,-1,37.6748208568338,18.5642680762126,26.08162179534282,-1
2025-06-18 18:00:00,2.765,2.8262,2.8041,2.768,1365624.5,2.811795,0.056459230516599235,2.9247134610331984,2.6988765389668017,0,-1,35.713035500237666,19.235951498381766,23.610499538344598,-1
2025-06-18 19:00:00,2.7619,2.8076,2.7678,2.7701,1087477.8,2.80847,0.0568781347314283,2.9222262694628562,2.6947137305371434,0,-1,33.967819865208185,17.874089711432813,22.41917687502645,-1
2025-06-18 20:00:00,2.7617,2.8429,2.7704,2.828,1016085.4,2.80767,0.05646310486084266,2.920596209721685,2.6947437902783147,0,1,31.749448285364412,20.928223169784726,19.74439862159388,1
2025-06-18 21:00:00,2.8034,2.846,2.8288,2.8368,937936.7,2.80708,0.05607320966473621,2.9192264193294726,2.6949335806705275,0,1,29.772172451262612,20.066142402846385,18.49753156500088,1
2025-06-18 22:00:00,2.8296,2.846,2.8364,2.8368,255176.2,2.8063100000000003,0.05552405737487697,2.9173581147497543,2.6952618852502463,0,1,27.936130605310943,19.55418377665895,18.02559377756978,1
